,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
5167,Low Fat,Fruits and Vegetables,130.5284,Small,Tier 1,Grocery Store,10.442272,0.00047950711875729724,0.06575738035264483,295.9259066666667
5168,reg,Meat,156.7314,Medium,Tier 3,Grocery Store,16.852838709677417,0.0003570971866518132,0.07844414414414415,351.8753
5169,Regular,Snack Foods,125.2704,Small,Tier 2,Supermarket Type1,10.616135593220339,0.000747487179732802,0.06251017964071856,1965.7301133333337
5170,Low Fat,Canned,92.4488,Small,Tier 2,Supermarket Type1,4.8150416666666676,0.0013415742984224782,0.04613213572854292,1208.7377066666666
5171,Low Fat,Breads,101.3332,Medium,Tier 3,Supermarket Type2,15.47071755725191,0.00024301745133875174,0.050439621702339475,1771.4718666666672
5172,Low Fat,Snack Foods,158.263,High,Tier 3,Supermarket Type1,12.316186770428017,0.0008663657961747219,0.07964921992954202,2712.6689400000005
5173,Regular,Frozen Foods,180.966,Medium,Tier 3,Supermarket Type3,14.47728,9.911139109003901e-05,0.09116675062972293,5073.262839999999
5174,Low Fat,Baking Goods,80.7592,Medium,Tier 2,Supermarket Type1,8.78294725394236,0.00019677581006250682,0.040339260739260745,1475.1464799999994
5175,Regular,Baking Goods,162.221,Small,Tier 1,Grocery Store,12.97768,0.0012592744096017162,0.08172342569269521,300.07606000000004
5176,Low Fat,Starchy Foods,179.9634,Medium,Tier 3,Supermarket Type2,12.854528571428572,0.00023037668770427766,0.08957859631657542,3052.0271999999986
5177,Low Fat,Health and Hygiene,156.1656,High,Tier 3,Supermarket Type1,15.461940594059408,0.00019327797543120892,0.07859365878208355,2454.07222
5178,Regular,Frozen Foods,161.921,Medium,Tier 2,Supermarket Type1,11.691046931407943,0.00016025718097096735,0.08087962037962038,2584.3470866666667
5179,Regular,Meat,98.4042,Medium,Tier 2,Supermarket Type1,8.20035,0.0,0.0490304932735426,1317.0855599999998
5180,Regular,Breads,104.0648,Small,Tier 1,Grocery Store,8.325184,0.000950025138183132,0.0524255919395466,228.01430666666664
5181,Regular,Fruits and Vegetables,76.5012,Medium,Tier 3,Supermarket Type2,5.543565217391304,0.000842716584837885,0.03807924340467894,1105.8272199999997
5182,Regular,Baking Goods,41.0138,Medium,Tier 2,Supermarket Type1,3.797574074074074,0.00117621210421858,0.02048641358641359,514.7743666666668
5183,Regular,Fruits and Vegetables,173.2396,Medium,Tier 3,Supermarket Type2,14.08452032520325,0.0006162585401951979,0.08623175709308113,3021.222853333334
5184,Low Fat,Dairy,86.6856,Medium,Tier 2,Supermarket Type1,4.925318181818181,0.001127828301355704,0.04319162929745889,1200.725913333333
5185,Low Fat,Soft Drinks,85.1882,Medium,Tier 2,Supermarket Type1,14.867050610820243,0.000535619921538429,0.042445540607872444,1745.7941799999999
5186,Low Fat,Soft Drinks,93.312,High,Tier 3,Supermarket Type1,6.078957654723127,0.0007847030285493827,0.046961248112732765,1853.8313266666667
5187,Low Fat,Health and Hygiene,114.9492,Medium,Tier 1,Supermarket Type1,7.562447368421053,0.0008457039979399595,0.05750335167583792,2026.0294000000001
5188,Regular,Breads,158.4578,Medium,Tier 2,Supermarket Type1,15.091219047619047,0.0009046224231309535,0.07895256601893373,2477.9300533333326
5189,Low Fat,Hard Drinks,250.7382,Medium,Tier 2,Supermarket Type1,15.919885714285714,0.0005618946933494776,0.12524385614385614,3061.193046666667
5190,Low Fat,Soft Drinks,143.6128,Small,Tier 1,Grocery Store,11.489023999999999,0.0007977771201452796,0.07234901763224182,359.6207733333334
5191,Regular,Breads,36.4874,Medium,Tier 3,Supermarket Type3,2.9189920000000003,0.0045871157166583534,0.01838156171284635,850.9145933333335
5192,Low Fat,Fruits and Vegetables,111.3886,High,Tier 3,Supermarket Type1,6.513953216374269,0.001151892482713671,0.05605868142929039,1617.9605799999997
5193,Low Fat,Snack Foods,130.9626,Small,Tier 2,Supermarket Type1,6.892768421052632,0.0,0.06535059880239522,2175.7900133333333
5194,Low Fat,Others,239.4538,High,Tier 3,Supermarket Type1,16.400945205479452,0.00024823576823587685,0.12051021640664318,4230.981453333336
5195,Regular,Frozen Foods,104.4306,Small,Tier 2,Supermarket Type1,15.43689578713969,0.000835421839958786,0.052111077844311376,1623.2425933333332
5196,Regular,Dairy,90.1514,Medium,Tier 1,Supermarket Type1,8.672573352573352,0.000332033268479469,0.04509824912456228,1141.98016
5197,Low Fat,Household,179.1976,Small,Tier 1,Grocery Store,14.335808,0.0005804249219855623,0.09027586901763224,331.5905933333333
5198,Low Fat,Fruits and Vegetables,59.6536,Medium,Tier 3,Supermarket Type2,5.577709209911173,0.0009727453833465207,0.029693180686908908,916.7622133333332
5199,Low Fat,Frozen Foods,210.1954,Small,Tier 1,Supermarket Type1,23.63073636874649,0.00012532964565352048,0.10525558337506259,4407.840126666666
5200,Low Fat,Snack Foods,163.0868,Medium,Tier 2,Supermarket Type1,9.266295454545455,0.0006443909868855112,0.08146193806193806,2725.363526666667
5201,Regular,Soft Drinks,123.5388,Small,Tier 1,Supermarket Type1,13.959186440677966,0.0009119802361687179,0.0618621932899349,1905.4974066666664
5202,Low Fat,Frozen Foods,86.5224,Medium,Tier 1,Supermarket Type1,6.050517482517482,0.001476380856286927,0.04328284142071036,938.2675533333334
5203,Regular,Fruits and Vegetables,61.3194,Medium,Tier 1,Supermarket Type1,3.5547478260869565,0.0026002037365010096,0.03067503751875938,822.2851933333333
5204,Low Fat,Snack Foods,186.0582,High,Tier 3,Supermarket Type1,21.55946697566628,0.00016698737276830584,0.09363774534474081,3966.325953333333
5205,Low Fat,Soft Drinks,80.9276,High,Tier 3,Supermarket Type1,5.719265017667844,0.00226566196205003,0.04072853548062406,1328.4485466666665
5206,Low Fat,Hard Drinks,224.7088,Small,Tier 1,Supermarket Type1,23.653557894736842,0.00018172261166451872,0.11252318477716575,3234.6783333333337
5207,Regular,Soft Drinks,173.8054,Medium,Tier 1,Supermarket Type1,13.369646153846153,0.00025922562244901483,0.08694617308654327,3382.197419999999
5208,Regular,Meat,105.8596,Small,Tier 1,Grocery Store,8.468768,0.0012910877709721178,0.05332977329974811,318.6296866666666
5209,Regular,Meat,196.0426,Medium,Tier 3,Supermarket Type2,15.873894736842106,0.00017291338719237554,0.09758218018914883,2603.2114200000005
5210,Low Fat,Dairy,118.6782,Medium,Tier 3,Supermarket Type2,9.059404580152671,0.00017657634679326108,0.05907327028372325,1785.87534
5211,Low Fat,Health and Hygiene,211.3244,Medium,Tier 3,Supermarket Type3,16.905952,8.34426644533239e-05,0.10646065491183879,5687.019473333333
5212,Low Fat,Health and Hygiene,166.2526,Small,Tier 1,Grocery Store,13.300208,0.0003397025189380497,0.08375445843828716,520.9885
5213,Regular,Fruits and Vegetables,168.4448,High,Tier 3,Supermarket Type1,11.616882758620688,0.00034894772055890123,0.08477342727730246,2368.05086
5214,Low Fat,Snack Foods,90.9146,Small,Tier 2,Supermarket Type1,5.5099757575757575,0.000312528933746615,0.045366566866267465,1134.9004866666664
5215,Low Fat,Hard Drinks,172.008,Medium,Tier 1,Supermarket Type1,9.42509589041096,0.00025765720780428816,0.08604702351175589,2680.688346666667
5216,LF,Snack Foods,86.3198,Small,Tier 1,Supermarket Type1,5.66031475409836,0.0003082700956211669,0.04322473710565849,1356.1458266666664
5217,Regular,Snack Foods,143.3128,Medium,Tier 3,Supermarket Type3,11.465024000000001,0.0011090929561072005,0.07219788413098237,4140.698973333333
5218,Low Fat,Hard Drinks,158.3946,Medium,Tier 2,Supermarket Type1,15.0852,0.00030487005870149614,0.07892107623318385,3401.949486666666
5219,Low Fat,Snack Foods,188.7898,Small,Tier 2,Supermarket Type1,10.149989247311828,0.0002536200790508809,0.09420648702594811,2712.0253333333326
5220,Regular,Frozen Foods,243.1486,High,Tier 3,Supermarket Type1,35.41858703568827,0.00014727778403823835,0.1223697030699547,4092.1177666666667
5221,Regular,Dairy,88.5514,Medium,Tier 3,Supermarket Type2,8.5186531986532,0.0,0.04407735191637631,1331.0229733333335
5222,Low Fat,Hard Drinks,251.5382,Medium,Tier 3,Supermarket Type3,20.123056,0.0005562671554459721,0.12671949622166245,4570.672613333334
5223,Regular,Breakfast,127.7994,Medium,Tier 3,Grocery Store,6.056843601895735,0.00027135323796512347,0.06396366366366367,313.12574000000006
5224,Regular,Snack Foods,169.6816,Small,Tier 1,Supermarket Type1,8.657224489795919,0.000754566605925451,0.08496825237856785,2455.692333333334
5225,Regular,Snack Foods,157.7288,High,Tier 3,Supermarket Type1,27.793621145374452,0.00014884671030274748,0.07938037242073478,2210.7888999999996
5226,Low Fat,Soft Drinks,48.006,Small,Tier 2,Supermarket Type1,4.898571428571429,0.0,0.023955089820359283,793.6779866666667
5227,Regular,Baking Goods,39.0848,Medium,Tier 3,Supermarket Type3,3.1267840000000002,0.00411323941788112,0.01969007556675063,785.2667133333337
5228,Low Fat,Snack Foods,196.7452,Medium,Tier 1,Supermarket Type1,27.193531444367657,0.0005088710626739559,0.09842181090545273,3037.7346933333333
5229,Regular,Baking Goods,49.7034,Medium,Tier 2,Supermarket Type1,2.5686511627906974,0.001658503382062394,0.02482687312687313,637.9473666666667
5230,Regular,Frozen Foods,230.9668,Medium,Tier 1,Supermarket Type1,23.09668,0.00027394748076346905,0.11554117058529265,4129.846433333334
5231,Low Fat,Health and Hygiene,47.5034,Small,Tier 1,Supermarket Type1,3.1252236842105265,0.0,0.02378738107160741,775.0355866666665
5232,Low Fat,Breakfast,165.9526,Small,Tier 2,Supermarket Type1,21.10013986013986,0.0003678648421296202,0.08281067864271456,2334.4945399999992
5233,Regular,Canned,161.792,Medium,Tier 2,Supermarket Type1,8.297025641025641,0.0001693665941455696,0.08081518481518482,2982.5842600000005
5234,Regular,Baking Goods,196.3426,Small,Tier 2,Supermarket Type1,15.707408000000001,0.0003174636731916558,0.0979753493013972,3184.3882400000007
5235,Regular,Snack Foods,91.412,Small,Tier 2,Supermarket Type1,11.964921465968589,0.0007733241259353258,0.04561477045908184,1555.8192466666667
5236,Low Fat,Snack Foods,128.9678,Medium,Tier 3,Supermarket Type2,20.135487900078065,0.0010611654847178906,0.06419502239920359,2146.1175266666664
5237,Regular,Meat,104.999,High,Tier 3,Supermarket Type1,20.231021194605006,0.00042110682006495304,0.05284297936587821,2230.208066666667
5238,Regular,Snack Foods,166.1158,Small,Tier 1,Supermarket Type1,21.26962868117798,0.00020462025285975205,0.08318267401101653,2936.688446666666
5239,Low Fat,Fruits and Vegetables,119.144,Medium,Tier 2,Supermarket Type1,15.43316062176166,0.0010220167864097227,0.059512487512487514,2111.8732133333333
5240,low fat,Canned,154.834,Small,Tier 1,Supermarket Type1,20.507814569536425,0.00017547706576075023,0.07753329994992489,2221.6858266666673
5241,Low Fat,Meat,192.2846,Medium,Tier 2,Supermarket Type1,12.992202702702702,0.00042385371995469213,0.09580697558545093,3669.0462533333343
5242,Low Fat,Others,164.621,Medium,Tier 2,Supermarket Type1,11.353172413793104,0.0001189734663256814,0.08202341803687095,2542.49046
5243,Regular,Snack Foods,120.0782,Small,Tier 2,Supermarket Type1,6.8226249999999995,0.00039348019040925,0.059919261477045904,1503.7980733333336
5244,Low Fat,Snack Foods,207.4612,Medium,Tier 1,Supermarket Type1,16.465174603174603,0.0004644821152099766,0.1037824912456228,3830.0810800000004
5245,Low Fat,Household,170.4448,Medium,Tier 2,Supermarket Type1,13.635584,0.0006081268070366476,0.08513726273726273,3406.3881533333333
5246,Regular,Baking Goods,186.124,Medium,Tier 3,Grocery Store,30.84076222038111,0.0005915871462036063,0.09315515515515516,441.1812733333334
5247,Regular,Canned,115.8492,Small,Tier 1,Grocery Store,9.267935999999999,0.0004340683405668749,0.05836231738035264,252.93742
5248,Low Fat,Snack Foods,89.383,Medium,Tier 3,Supermarket Type2,5.82299674267101,0.0008381858630835843,0.04449128919860627,1369.8835000000004
5249,Low Fat,Fruits and Vegetables,191.8162,Small,Tier 1,Grocery Store,15.345296000000001,0.0006471676636279938,0.09663284634760706,508.2273333333333
5250,Regular,Dairy,145.5102,Medium,Tier 2,Supermarket Type1,8.31486857142857,5.210997579551124e-05,0.07250134529147982,2138.838113333333
5251,Low Fat,Frozen Foods,178.866,Medium,Tier 3,Supermarket Type2,11.392738853503186,0.00025375418469692396,0.0890323544051767,2538.207146666666
5252,Low Fat,Canned,264.6226,High,Tier 3,Supermarket Type1,26.462259999999997,9.751890428104026e-05,0.13317695017614492,5435.524619999999
5253,Low Fat,Health and Hygiene,156.8604,Medium,Tier 3,Supermarket Type2,10.817958620689655,0.0005746759921560827,0.07807884519661523,2392.2415933333336
5254,Regular,Meat,228.8352,Medium,Tier 1,Supermarket Type1,22.013968253968255,0.00016142761253513447,0.11447483741870934,4211.939573333334
5255,Regular,Meat,183.595,Small,Tier 2,Supermarket Type1,15.110699588477365,0.00023243253356572893,0.09161427145708582,2946.608866666667
5256,Low Fat,Fruits and Vegetables,230.6642,Medium,Tier 1,Supermarket Type1,17.95052140077821,0.0004697775034010479,0.11538979489744872,3684.8922933333333
5257,Low Fat,Canned,250.9092,Medium,Tier 2,Supermarket Type1,32.480155339805826,0.0,0.1250170403587444,4820.25884
5258,Regular,Baking Goods,197.311,High,Tier 3,Supermarket Type1,10.015786802030458,0.0004088461515070118,0.09930095621540011,2773.278933333333
5259,Low Fat,Dairy,86.1856,Small,Tier 1,Supermarket Type1,4.89690909090909,0.0011279909404819366,0.043157536304456685,1177.9555533333335
5260,Low Fat,Others,41.948,Medium,Tier 1,Supermarket Type1,3.028736462093863,0.0,0.020984492246123063,657.2555666666666
5261,Regular,Meat,213.856,Medium,Tier 2,Supermarket Type1,34.7450852965069,0.00044353136690109235,0.10682117882117882,2887.5745999999995
5262,Regular,Fruits and Vegetables,187.953,Small,Tier 1,Grocery Store,15.03624,0.0005480048416359409,0.09468664987405542,596.9340866666668
5263,Regular,Canned,140.1496,Small,Tier 1,Grocery Store,11.211967999999999,0.0004334993464126904,0.07060433249370276,327.35166666666663
5264,Regular,Dairy,50.2692,Medium,Tier 1,Supermarket Type1,4.070380566801619,0.0014423835469830435,0.025147173586793397,710.6527266666667
5265,Low Fat,Breads,97.97,Medium,Tier 2,Supermarket Type1,15.212732919254657,0.0008131411758701643,0.048814150473343296,1731.5238666666671
5266,Regular,Soft Drinks,231.8958,Medium,Tier 3,Supermarket Type2,11.892092307692309,0.0003341444174495614,0.1154284718765555,3363.333086666667
5267,Low Fat,Starchy Foods,36.7532,Medium,Tier 2,Supermarket Type1,3.024954732510288,0.0016981960482352558,0.01835824175824176,763.5838266666666
5268,Regular,Baking Goods,63.951,Small,Tier 2,Supermarket Type1,8.857479224376732,0.0005991145408203156,0.031911676646706584,1099.6130866666667
5269,LF,Dairy,77.267,Small,Tier 2,Supermarket Type1,3.7327053140096615,0.0011993823753995885,0.0385563872255489,1334.19662
5270,Low Fat,Baking Goods,49.3034,Medium,Tier 1,Supermarket Type1,6.9539351198871655,0.0001465726907272115,0.024664032016008006,927.3484333333331
5271,Regular,Frozen Foods,85.2198,Medium,Tier 2,Supermarket Type1,9.070761043108037,0.0015470197184222444,0.04256733266733267,1480.850166666667
5272,Regular,Baking Goods,263.1568,Medium,Tier 2,Supermarket Type1,16.977858064516127,0.0002894834904513203,0.1311194818136522,4027.135686666667
5273,Low Fat,Health and Hygiene,255.8672,Medium,Tier 3,Supermarket Type3,20.469376,8.148910059593415e-05,0.12890035264483626,5482.352553333334
5274,Low Fat,Canned,117.2492,Medium,Tier 3,Supermarket Type3,9.379936,0.0002711333979251031,0.05906760705289673,2760.051706666666
5275,Low Fat,Baking Goods,46.4744,Medium,Tier 2,Supermarket Type1,5.054312126155519,0.0021919144948616873,0.02315615346287992,697.7805933333334
5276,Low Fat,Soft Drinks,191.5846,High,Tier 3,Supermarket Type1,11.89966459627329,0.00012296227358566398,0.09641902365374937,3450.353146666667
5277,Regular,Snack Foods,101.2332,Medium,Tier 3,Grocery Store,14.040665742024965,0.0023913443712141867,0.050667267267267266,233.42948000000004
5278,Low Fat,Household,162.3868,Medium,Tier 2,Supermarket Type1,19.354803337306315,0.0007435434284067424,0.0811122877122877,2672.6987466666665
5279,Regular,Starchy Foods,80.696,Small,Tier 2,Supermarket Type1,7.685333333333333,0.0008199699117676217,0.04026746506986028,1171.6304533333334
5280,LF,Canned,109.5254,Medium,Tier 2,Supermarket Type1,7.936623188405797,0.00012134964127042677,0.054707992007992014,1473.2378533333333
5281,Regular,Snack Foods,56.3588,Medium,Tier 3,Supermarket Type2,4.128849816849817,0.0,0.028053160776505725,684.70872
5282,Low Fat,Breads,98.17,High,Tier 3,Supermarket Type1,15.243788819875776,0.000806248803096669,0.04940613990941117,1681.3891266666672
5283,Low Fat,Household,188.7872,Medium,Tier 3,Supermarket Type2,9.936168421052633,0.0006878675196199742,0.09397073170731708,2635.9022
5284,Low Fat,Health and Hygiene,97.3384,Medium,Tier 1,Supermarket Type1,7.787071999999999,0.00019394367484980237,0.04869354677338669,1829.01918
5285,Low Fat,Baking Goods,175.837,Small,Tier 1,Supermarket Type1,17.07155339805825,0.0004478227278672862,0.0880505758637957,2831.9359133333337
5286,Regular,Frozen Foods,192.7478,Small,Tier 1,Supermarket Type1,11.439038575667656,0.0008293523661489262,0.09651867801702554,2585.8340399999993
5287,Low Fat,Breads,82.7566,Small,Tier 1,Supermarket Type1,4.839567251461988,0.0006550238772496695,0.04144046069103656,1215.1737733333332
5288,Regular,Frozen Foods,34.5558,Medium,Tier 2,Supermarket Type1,4.458812903225806,0.0,0.01726063936063936,469.85506000000015
5289,Low Fat,Snack Foods,81.925,Small,Tier 2,Supermarket Type1,8.720063863757318,0.0005524728227036924,0.04088073852295409,1333.7749466666671
5290,Regular,Fruits and Vegetables,254.0382,Medium,Tier 3,Grocery Store,19.76950972762646,0.0010023325074732857,0.12714624624624624,546.9990866666667
5291,Regular,Dairy,55.6298,High,Tier 3,Supermarket Type1,10.446910798122065,0.0,0.027996879718168093,928.6356466666665
5292,Regular,Frozen Foods,164.0526,Medium,Tier 2,Supermarket Type1,11.718042857142859,0.00022918646824250267,0.08194435564435565,3111.3055933333335
5293,Low Fat,Fruits and Vegetables,51.2324,Small,Tier 1,Grocery Store,4.098592,0.0007022276723323522,0.02580977329974811,119.68864666666667
